-1.91 | and:1 independent:1 What:1 said:1 says:1 leave:1 Bill:1 but:1 an:1 tonight:1 does:1 conservative:1 a:1 Moderate:1 not:1 republican:1 he:1 
-2.15 | me:1 field:1 get:1 soaking:1 whoever:1 helped:1 to:1 at:1 wet:1 day:1 today:1 
0.26 | me:1 on:1 love:1 picture:1 doing:1 same:1 thing:1 you:1 every:1 in:1 picking:1 the:1 yet:1 
-2.6 | lyk:1 get:1 young:1 to:1 enough:1 too:1 be:1 we:1 Niggas:1 bi:1 but:1 me:1 baby:1 man:1 a:1 b:1 pregnant:1 having:1 
-1.83 | and:1 love:1 have:1 as:1 Way:1 defender:1 colourful:1 your:1 peace:1 to:1 spread:1 you:1 a:1 vocabulary:1 quite:1 And:1 of:1 the:1 beliefs:1 
-2.66 | real:1 curling:1 cute:1 hair:1 while:1 looks:1 burned:1 my:1 neck:1 
-2.17 | is:1 Bama:1 wait:1 where:1 
-1.83 | school:1 I:1 house:1 when:1 blare:1 fine:1 morning:1 to:1 music:1 have:1 in:1 the:1 totally:1 
-2.85 | Cup:1 is:1 it:1 are:1 our:1 what:1 World:1 hope:1 real:1 be:1 we:1 fan:1 English:1 with:1 must:1 on:1 this:1 pinning:1 filling:1 every:1 
-1.27 | all:1 thank:1 for:1 kind:1 much:1 so:1 you:1 guys:1 your:1 help:1 
-0.4 | to:1 beings:1 so:1 are:1 Human:1 emotional:1 speak:1 creatures:1 
1.18 | and:1 right:1 for:1 la:1 I:1 literally:1 still:1 whatevs:1 but:1 waiting:1 ugh:1 so:1 shirt:1 now:1 my:1 excited:1 wait:1 
-2.44 | these:1 joke:1 by:1 jokes:1 judging:1 day:1 shit:1 
-2.58 | Canada:1 own:1 is:1 scene:1 suspenseful:1 watcher:1 needs:1 TV:1 Big:1 when:1 to:1 too:1 tell:1 more:1 a:1 Brother:1 cymbal:1 effects:1 sound:1 on:1 As:1 stupid:1 my:1 
-2.64 | RT:1 heart:1 love:1 I:1 of:1 kenmore:1 delivering:1 to:1 the:1 
-1.45 | do:1 ballet:1 for:1 I:1 two:1 years:1 almost:1 know:1 
-0.98 | flummoxed:1 sarcasm:1 Twitter:1 but:1 completely:1 are:1 detector:1 by:1 seeks:1 
-2.63 | and:1 summer:1 What:1 has:1 be:1 this:1 been:1 an:1 will:1 exciting:1 
-2.47 | then:1 off:1 alcohol:1 marcus:1 this:1 haha:1 it:1 stayed:1 So:1 take:1 have:1 you:1 weekend:1 the:1 
-2.82 | and:1 summer:1 windows:1 favourite:1 of:1 is:1 when:1 yell:1 me:1 down:1 their:1 part:1 can:1 at:1 the:1 My:1 roll:1 guys:1 
2.11 | RT:1 City:1 Amish:1 get:1 beat:1 Country:1 it:1 together:1 by:1 got:1 Sin:1 out:1 
-3.0 | me:1 Thank:1 for:1 that:1 God:1 aero:1 dynamic:1 shaved:1 advantage:1 he:1 
-0.95 | PAT:1 less:1 is:1 down:1 still:1 cut:1 lead:1 interesting:1 to:1 2:1 remaining:1 be:1 GOOD:1 This:1 now:1 with:1 than:1 could:1 Austrian:1 the:1 minutes:1 
-0.89 | Spotted:1 on:1 it:1 counter:1 But:1 tho:1 giveaway:1 HAHAHA:1 taken:1 the:1 CNET:1 
-2.46 | replied:1 says:1 READ:1 text:1 back:1 BUT:1 send:1 it:1 STILL:1 but:1 Wen:1 they:1 a:1 ANOYING:1 n:1 u:1 
3.19 | and:1 iPad:1 salon:1 Literally:1 is:1 at:1 girl:1 its:1 little:1 her:1 Despicable:1 next:1 to:1 waiting:1 2:1 adorable:1 Me:1 showing:1 me:1 on:1 this:1 the:1 
-1.18 | Whoop:1 partys:1 in:1 Two:1 tonight:1 Announcements:1 Party:1 one:1 weekend:1 
-3.4 | RT:1 A:1 about:1 theater:1 producer:1 as:1 much:1 racist:1 a:1 sense:1 owner:1 NBA:1 makes:1 homophobic:1 
-0.77 | a:1 to:1 i:1 bad:1 LOL:1 also:1 filling:1 so:1 but:1 need:1 eat:1 
-1.5 | some:1 nonsense:1 one:1 talks:1 still:1 jostling:1 there:1 Watt:1 got:1 that:1 but:1 ones:1 threads:1 posters:1 with:1 on:1 great:1 like:1 
-1.1 | all:1 just:1 start:1 bias:1 my:1 posts:1 to:1 going:1 with:1 the:1 tagging:1 sho:1 
-2.8 | And:1 have:1 never:1 say:1 much:1 can:1 they:1 you:1 too:1 
-0.46 | Intercessory:1 says:1 can:1 of:1 Study:1 in:1 dead:1 Actually:1 Effects:1 get:1 Prayer:1 it:1 2006:1 the:1 you:1 Therapeutic:1 
-3.2 | a:1 day:1 love:1 getting:1 Gotta:1 back:1 by:1 to:1 in:1 Adds:1 the:1 bee:1 my:1 stung:1 awesome:1 
-1.4 | of:1 is:1 Knoxville:1 tiny:1 airport:1 part:1 planes:1 The:1 the:1 best:1 
-1.27 | Good:1 off:1 to:1 is:1 get:1 thing:1 easy:1 glitter:1 really:1 
-3.0 | a:1 week:1 From:1 less:1 50:1 to:1 degrees:1 in:1 100:1 than:1 
-1.78 | do:1 What:1 king:1 did:1 we:1 as:1 in:1 entertaining:1 Was:1 English:1 usual:1 
0.56 | RT:1 and:1 We:1 who:1 us:1 hurt:1 ignore:1 want:1 love:1 those:1 
-2.31 | Coool:1 great:1 for:1 dinner:1 thanks:1 mom:1 the:1 
2.24 | a:1 good:1 I:1 no:1 i:1 literally:1 idea:1 but:1 how:1 suppose:1 have:1 thing:1 
-2.87 | even:1 off:1 for:1 of:1 anyone:1 jealous:1 bank:1 not:1 the:1 holiday:1 today:1 
-2.51 | a:1 all:1 love:1 just:1 sitting:1 I:1 house:1 myself:1 in:1 by:1 
-2.77 | reprieve:1 hour:1 an:1 Thank:1 for:1 that:1 I:1 work:1 But:1 half:1 you:1 today:1 
-2.64 | be:1 Just:1 May:1 joke:1 heard:1 funniest:1 fourth:1 the:1 with:1 you:1 
-2.95 | EIHL:1 sign:1 Damn:1 RT:1 for:1 new:1 rules:1 season:1 coming:1 brit:1 Signing:1 Zach:1 Sullivan:1 News:1 these:1 the:1 
-3.43 | lambasts:1 from:1 family:1 biradran:1 flanked:1 politics:1 Chaudhry:1 by:1 based:1 
-3.02 | real:1 school:1 alcohol:1 I:1 drink:1 high:1 promise:1 in:1 you:1 cool:1 if:1 
-2.67 | Good:1 one:1 
-2.49 | all:1 life:1 want:1 We:1 wow:1 we:1 someone:1 This:1 never:1 story:1 but:1 know:1 of:1 can:1 the:1 my:1 
-2.15 | Lol:1 dumb:1 at:1 another:1 hanging:1 girl:1 guys:1 out:1 thinking:1 literally:1 there:1 GOOD:1 sitting:1 ask:1 BYE:1 with:1 me:1 while:1 
1.7 | juss:1 crazy:1 because:1 text:1 Lets:1 go:1 miss:1 literally:1 to:1 you:1 was:1 tell:1 good:1 day:1 a:1 on:1 about:1 i:1 swimming:1 
-2.06 | because:1 Her:1 ex:1 next:1 issues:1 said:1 her:1 had:1 has:1 was:1 I:1 trust:1 now:1 My:1 boyfriend:1 a:1 on:1 cheated:1 bad:1 she:1 
-2.66 | me:1 on:1 followed:1 just:1 twitter:1 only:1 so:1 have:1 you:1 why:1 
-1.69 | catch:1 lobsters:1 some:1 to:1 go:1 tomorrow:1 wait:1 
-2.56 | a:1 be:1 great:1 woken:1 just:1 that:1 Well:1 up:1 to:1 way:1 was:1 
-3.4 | gained:1 eyes:1 weight:1 No:1 i:1 just:1 fat:1 got:1 Your:1 
-3.41 | on:1 exam:1 for:1 no:1 of:1 Extremely:1 water:1 to:1 hot:1 Thanks:1 have:1 Sundial:1 arranging:1 the:1 my:1 day:1 convenient:1 
-2.76 | the:1 what:1 Because:1 would:1 it:1 past:1 in:1 suggust:1 Australian:1 has:1 worked:1 clearly:1 intervention:1 
-2.19 | a:1 evening:1 This:1 had:1 it:1 wonderful:1 perfectly:1 
-2.86 | girls:1 to:1 other:1 asleep:1 at:1 each:1 Falling:1 screaming:1 
-2.12 | productive:1 ever:1 most:1 hahah:1 the:1 was:1 day:1 Today:1 
-3.79 | already:1 fucking:1 sleep:1 curlers:1 Good:1 to:1 tell:1 be:1 I:1 were:1 not:1 on:1 ahead:1 these:1 rocks:1 thought:1 suppose:1 can:1 night:1 soft:1 
-3.32 | woman:1 Just:1 her:1 that:1 yet:1 walk:1 how:1 drag:1 right:1 done:1 know:1 child:1 saw:1 clearly:1 to:1 
-2.58 | even:1 for:1 start:1 to:1 packing:1 know:1 where:1 
-1.98 | art:1 is:1 it:1 an:1 as:1 are:1 in:1 RT:1 living:1 Good:1 for:1 make:1 to:1 bonuses:1 easy:1 christmas:1 shows:1 CLE:1 a:1 like:1 artist:1 these:1 thing:1 
-2.17 | And:1 shortened:1 that:1 I:1 List:1 Bucket:1 been:1 to:1 say:1 can:1 have:1 Indiana:1 New:1 Castle:1 now:1 
-2.54 | office:1 is:1 zero:1 street:1 had:1 cross:1 next:1 to:1 Michelle:1 door:1 ability:1 lunch:1 traffic:1 affect:1 on:1 having:1 the:1 Obama:1 my:1 or:1 
-2.1 | awsome:1 thank:1 for:1 no:1 birthday:1 FACKING:1 making:1 you:1 my:1 really:1 
3.87 | A:1 haha:1 love:1 I:1 literally:1 smith:1 hilarious:1 Stephen:1 
-2.06 | and:1 Intolerance:1 like:1 they:1 no:1 a:1 violence:1 us:1 religion:1 practised:1 are:1 Which:1 everywhere:1 hatred:1 teaches:1 Yet:1 
-2.35 | me:1 and:1 pretty:1 then:1 text:1 respond:1 never:1 cool:1 to:1 other:1 way:1 the:1 day:1 
-2.32 | Posting:1 pictures:1 is:1 classy:1 flipping:1 camera:1 of:1 the:1 super:1 you:1 
1.4 | some:1 back:1 Should:1 in:1 speak:1 now:1 recovery:1 to:1 enough:1 other:1 be:1 soon:1 difficulty:1 Definitely:1 sleeping:1 than:1 on:1 saddle:1 so:1 the:1 road:1 
-2.6 | I:1 to:1 see:1 can:1 in:1 put:1 the:1 effort:1 you:1 change:1 really:1 
-3.07 | and:1 then:1 them:1 someone:1 unfollow:1 later:1 when:1 5:1 follow:1 Immature:1 minutes:1 you:1 cool:1 
-2.2 | sensible:1 about:1 just:1 Opera:1 Henry:1 is:1 in:1 Mencken:1 as:1 baseball:1 Louis:1 English:1 the:1 main:1 Italian:1 
-1.3 | fella:1 Hibbert:1 for:1 No:1 up:1 showing:1 no:1 three:1 But:1 fouls:1 points:1 Thanks:1 big:1 rebounds:1 
-0.97 | what:1 oh:1 I:1 is:1 it:1 completely:1 so:1 hahaha:1 you:1 believe:1 
-2.15 | for:1 together:1 pole:1 hands:1 Put:1 the:1 your:1 man:1 
-2.87 | injured:1 and:1 hurting:1 from:1 Northside:1 is:1 seriously:1 thanks:1 ankle:1 girl:1 My:1 
-2.4 | a:1 about:1 like:1 would:1 to:1 song:1 crippling:1 proverbial:1 Morning:1 anxieties:1 How:1 hear:1 you:1 
-2.18 | Danny:1 for:1 that:1 Did:1 cheer:1 hear:1 massive:1 you:1 Welbeck:1 
-1.8 | count:1 on:1 we:1 strikeout:1 in:1 like:1 king:1 century:1 exactly:1 well:1 plantier:1 Biggest:1 uppercut:1 can:1 not:1 the:1 20th:1 
-2.17 | me:1 we:1 hug:1 Somebody:1 concert:1 dance:1 could:1 up:1 lol:1 n:1 to:1 slow:1 so:1 take:1 nuh:1 the:1 too:1 
-3.28 | show:1 over:1 topic:1 Aaron:1 dumbest:1 Hernandez:1 for:1 2:1 ever:1 someone:1 drink:1 guys:1 killed:1 a:1 spilled:1 thing:1 the:1 
-0.9 | week:1 for:1 next:1 wait:1 Benfica:1 
-1.95 | me:1 blind:1 15:1 with:1 my:1 over:1 ideas:1 times:1 arguments:1 Your:1 rethink:1 making:1 tweeted:1 really:1 you:1 
-2.92 | RT:1 respond:1 love:1 Oh:1 people:1 when:1 how:1 
-2.41 | and:1 a:1 school:1 now:1 off:1 I:1 of:1 work:1 to:1 Really:1 So:1 have:1 expecting:1 more:1 week:1 out:1 
-2.96 | a:1 jeez:1 oh:1 this:1 mud:1 is:1 after:1 cracker:1 lol:1 I:1 fell:1 in:1 the:1 
-1.95 | a:1 and:1 ladies:1 that:1 Well:1 gentlemen:1 secret:1 surprise:1 has:1 He:1 
-2.63 | do:1 love:1 name:1 seeing:1 I:1 Oh:1 time:1 line:1 on:1 my:1 your:1 
-4.2 | morals:1 is:1 it:1 as:1 offense:1 shit:1 really:1 for:1 no:1 hon:1 to:1 does:1 you:1 esports:1 Ghost:1 but:1 with:1 hooker:1 a:1 about:1 matter:1 
-1.67 | and:1 on:1 PP:1 into:1 game:1 are:1 7:1 the:1 mins:1 
-1.5 | perfect:1 needs:1 Iced:1 great:1 is:1 all:1 tastes:1 coffee:1 at:1 Nothing:1 world:1 The:1 improvement:1 
0.22 | dumb:1 I:1 was:1 ourse:1 am:1 it:1 lol:1 pocket:1 phone:1 so:1 in:1 found:1 my:1 why:1 really:1 
-0.17 | crown:1 in:1 little:1 cup:1 to:1 way:1 party:1 we:1 get:1 started:1 Pour:1 a:1 on:1 Dixie:1 this:1 work:1 so:1 can:1 my:1 
-0.78 | for:1 get:1 fined:1 against:1 players:1 2:1 flopping:1 LeBron:1 playing:1 
-1.31 | and:1 because:1 hoot:1 high:1 breakfast:1 for:1 give:1 black:1 rice:1 eating:1 I:1 day:1 a:1 school:1 last:1 of:1 beans:1 my:1 
-2.4 | and:1 be:1 What:1 DBags:1 Like:1 drunk:1 get:1 life:1 great:1 daily:1 to:1 live:1 a:1 way:1 total:1 my:1 
-2.41 | town:1 seeing:1 we:1 Love:1 room:1 living:1 of:1 In:1 when:1 snapchat:1 stories:1 are:1 parties:1 my:1 out:1 
-2.52 | just:1 it:1 sponsor:1 for:1 mate:1 you:1 good:1 flight:1 a:1 Have:1 Organised:1 
-2.07 | me:1 great:1 for:1 to:1 It:1 here:1 your:1 talking:1 you:1 happy:1 was:1 really:1 
-2.85 | end:1 Syndrome:1 getting:1 Tunnel:1 Carpal:1 up:1 gonna:1 masturbating:1 much:1 too:1 from:1 
-2.43 | next:1 All:1 Wire:1 to:1 beat:1 year:1 Tories:1 concentration:1 comparing:1 at:1 way:1 Parties:1 the:1 camps:1 with:1 Doughnut:1 
-2.52 | Dad:1 me:1 almost:1 to:1 on:1 giving:1 is:1 when:1 grill:1 how:1 grills:1 everything:1 burns:1 pointers:1 he:1 
-2.2 | saying:1 then:1 federal:1 totally:1 support:1 work:1 well:1 the:1 feds:1 want:1 you:1 out:1 attacking:1 
-2.86 | saying:1 psychs:1 twitter:1 it:1 have:1 in:1 hate:1 out:1 when:1 reality:1 only:1 5:1 4:1 then:1 I:1 but:1 favorites:1 me:1 like:1 
-2.73 | and:1 be:1 human:1 Well:1 contact:1 to:1 going:1 exciting:1 with:1 filled:1 
-2.87 | a:1 in:1 no:1 absolutely:1 Oh:1 show:1 it:1 gutted:1 Gary:1 with:1 Barlow:1 missing:1 
-1.35 | me:1 and:1 sister:1 everyone:1 look:1 for:1 like:1 to:1 say:1 twins:1 my:1 tomorrow:1 wait:1 
-1.14 | anyone:1 Unlike:1 never:1 SOME:1 subtweeted:1 other:1 people:1 
-2.96 | I:1 thought:1 had:1 best:1 leaving:1 early:1 fans:1 are:1 they:1 The:1 the:1 Wait:1 
-2.5 | 
-1.5 | gathering:1 family:1 relative:1 distant:1 at:1 have:1 need:1 if:1 RT:1 for:1 to:1 even:1 I:1 a:1 ask:1 be:1 boyfriend:1 me:1 
-3.77 | RT:1 Love:1 like:1 for:1 getting:1 no:1 reason:1 treated:1 shit:1 
-2.72 | because:1 No:1 one:1 in:1 its:1 hydrant:1 patent:1 destroyed:1 was:1 knows:1 fire:1 who:1 Fun:1 invented:1 day:1 a:1 of:1 the:1 fact:1 
-3.95 | a:1 I:1 when:1 warm:1 fuzzy:1 home:1 Such:1 feeling:1 come:1 
-3.31 | a:1 robberies:1 wow:1 safe:1 County:1 place:1 at:1 such:1 Orange:1 lockdowns:1 Tesoro:1 is:1 Dana:1 nice:1 
-0.9 | Anderson:1 Too:1 have:1 really:1 able:1 to:1 too:1 Kim:1 be:1 we:1 good:1 not:1 on:1 recruit:1 will:1 players:1 bad:1 settle:1 the:1 
-1.09 | spotted:1 crowd:1 delighted:1 screens:1 Phillips:1 looks:1 in:1 Cameraman:1 Watching:1 TV:1 boxing:1 to:1 be:1 big:1 She:1 Zara:1 with:1 on:1 OH:1 the:1 
-2.1 | a:1 de:1 cinco:1 mayo:1 No:1 final:1 better:1 to:1 way:1 Spanish:1 with:1 than:1 celebrate:1 
-3.51 | a:1 shoot:1 photo:1 her:1 for:1 doing:1 of:1 husband:1 Kim:1 sexy:1 fun:1 making:1 Khloe:1 
-3.55 | and:1 me:1 love:1 just:1 I:1 when:1 it:1 ignore:1 to:1 they:1 totally:1 folk:1 speak:1 
-0.86 | a:1 week:1 missed:1 confirm:1 I:1 true:1 is:1 Zzzzzzz:1 this:1 can:1 very:1 whole:1 bunch:1 
-1.16 | do:1 now:1 wanked:1 just:1 I:1 wish:1 could:1 Groves:1 have:1 X:1 before:1 massively:1 he:1 
-2.82 | me:1 titties:1 who:1 like:1 for:1 Then:1 I:1 Maybe:1 people:1 am:1 pics:1 will:1 take:1 my:1 falling:1 should:1 with:1 out:1 
-3.35 | it:1 for:1 to:1 you:1 today:1 I:1 XC:1 practice:1 yesterday:1 hear:1 coming:1 come:1 so:1 wanna:1 
-1.3 | all:1 has:1 just:1 no:1 these:1 of:1 clear:1 pitcher:1 it:1 thought:1 to:1 baseball:1 Amazed:1 answer:1 ban:1 The:1 one:1 injuries:1 is:1 
0.0 | cycling:1 into:1 when:1 but:1 to:1 Rome:1 so:1 in:1 Not:1 speak:1 
-1.86 | what:1 just:1 needed:1 I:1 house:1 an:1 tonight:1 to:1 Coming:1 home:1 was:1 empty:1 
-1.95 | be:1 back:1 rest:1 in:1 out:1 gon:1 Friday:1 poppin:1 to:1 was:1 today:1 day:1 school:1 oh:1 work:1 It:1 morning:1 so:1 the:1 my:1 
-2.18 | bio:1 start:1 I:1 studying:1 when:1 actually:1 to:1 So:1 decide:1 really:1 
-2.49 | a:1 and:1 What:1 beauitful:1 inside:1 work:1 to:1 go:1 day:1 
-2.05 | just:1 want:1 go:1 home:1 her:1 please:1 to:1 was:1 I:1 yesterday:1 stay:1 let:1 mom:1 telling:1 now:1 me:1 like:1 movies:1 the:1 my:1 Its:1 
-2.67 | a:1 do:1 school:1 last:1 missed:1 Spending:1 of:1 worth:1 high:1 to:1 worked:1 trying:1 my:1 day:1 
-2.86 | from:1 people:1 I:1 things:1 other:1 finding:1 love:1 out:1 
-0.56 | is:1 put:1 ironic:1 Finding:1 out:1 top:1 its:1 10:1 award:1 wrong:1 they:1 not:1 on:1 your:1 so:1 the:1 
-2.55 | a:1 after:1 af:1 big:1 hard:1 tonight:1 Going:1 5:1 at:1 bucks:1 making:1 work:1 
-1.3 | Stress:1 eating:1 porch:1 of:1 Centre:1 Wellness:1 in:1 front:1 the:1 
-0.77 | about:1 Love:1 watching:1 airport:1 waiting:1 while:1 plane:1 stories:1 at:1 news:1 the:1 issues:1 
-2.82 | on:1 woman:1 thing:1 I:1 makeup:1 when:1 up:1 first:1 morning:1 TV:1 full:1 wake:1 in:1 the:1 shows:1 hate:1 Uuuuuuuugh:1 
-3.41 | mystery:1 guess:1 That:1 I:1 interesting:1 make:1 it:1 related:1 will:1 to:1 the:1 more:1 
-2.8 | are:1 a:1 good:1 Though:1 considered:1 bites:1 marketing:1 there:1 tropical:1 snake:1 In:1 not:1 fatal:1 tourism:1 tool:1 destinations:1 
-2.08 | instead:1 clever:1 money:1 made:1 very:1 of:1 else:1 will:1 book:1 something:1 in:1 not:1 my:1 buy:1 
-2.85 | and:1 just:1 house:1 it:1 worry:1 again:1 make:1 mess:1 you:1 dad:1 slave:1 I:1 a:1 up:1 so:1 can:1 pick:1 the:1 
-2.9 | a:1 play:1 of:1 Brooks:1 Scott:1 comes:1 another:1 call:1 Here:1 gem:1 
-2.48 | a:1 on:1 play:1 kids:1 give:1 Never:1 up:1 Said:1 Iannetta:1 Chris:1 
-3.0 | and:1 humid:1 almost:1 weather:1 out:1 from:1 zone:1 to:1 hot:1 goes:1 oily:1 that:1 break:1 So:1 My:1 Hello:1 dry:1 on:1 like:1 frustrating:1 face:1 nose:1 my:1 hello:1 
-1.82 | a:1 looking:1 group:1 of:1 never:1 girls:1 Whataburger:1 better:1 seen:1 has:1 
-2.12 | and:1 Thank:1 is:1 pleased:1 RT:1 to:1 you:1 intuitiveness:1 unbelievable:1 Google:1 with:1 work:1 API:1 so:1 consistency:1 Its:1 
-3.67 | and:1 it:1 hair:1 looks:1 have:1 go:1 home:1 for:1 pay:1 fix:1 when:1 to:1 dying:1 bc:1 I:1 makeup:1 a:1 Love:1 like:1 of:1 disease:1 the:1 my:1 
-1.9 | was:1 on:1 off:1 get:1 I:1 wish:1 is:1 Titanic:1 cruise:1 it:1 The:1 my:1 day:1 
-2.47 | things:1 get:1 sun:1 top:1 fav:1 three:1 to:1 lips:1 are:1 my:1 in:1 probably:1 burnt:1 
-2.69 | it:1 see:1 if:1 again:1 make:1 to:1 pain:1 I:1 numb:1 world:1 without:1 can:1 the:1 
-2.03 | do:1 Watching:1 I:1 spend:1 How:1 night:1 lifetime:1 Saturday:1 
-3.03 | about:1 love:1 her:1 just:1 I:1 makes:1 when:1 everything:1 mom:1 my:1 
-1.8 | a:1 beautiful:1 What:1 sit:1 by:1 to:1 the:1 day:1 pool:1 out:1 
-1.92 | Everybody:1 Championship:1 Happening:1 To:1 I:1 Win:1 This:1 MIAMI:1 HEAT:1 Want:1 Year:1 The:1 NBA:1 Bet:1 
-3.44 | and:1 all:1 love:1 tired:1 being:1 im:1 have:1 its:1 perfect:1 for:1 literally:1 people:1 sick:1 bullshit:1 great:1 these:1 of:1 movies:1 so:1 making:1 beliefs:1 
-2.08 | ass:1 being:1 How:1 are:1 RT:1 thinking:1 sports:1 tape:1 racist:1 Billion:1 somebody:1 may:1 a:1 Quick:1 me:1 owners:1 of:1 teams:1 
-0.9 | 
-0.22 | feed:1 It:1 donated:1 in:1 children:1 if:1 Sterling:1 from:1 would:1 profit:1 Clippers:1 to:1 hilarious:1 be:1 starving:1 billion:1 Africa:1 sale:1 Donald:1 the:1 
-2.81 | I:1 get:1 this:1 when:1 to:1 home:1 lecture:1 wait:1 
-2.65 | lower:1 love:1 I:1 average:1 when:1 class:1 try:1 to:1 teachers:1 purposefully:1 the:1 
-3.33 | Duke:1 Drian:1 concert:1 Had:1 much:1 so:1 at:1 fun:1 the:1 with:1 
-2.58 | be:1 Proud:1 an:1 to:1 Aussie:1 
-3.0 | Take:1 for:1 person:1 should:1 week:1 I:1 Maybe:1 Hmmmm:1 a:1 double:1 amount:1 steps:1 of:1 small:1 become:1 the:1 
-2.78 | 20:1 happening:1 I:1 Lady:1 Gaga:1 believe:1 minutes:1 until:1 really:1 
0.03 | on:1 Devil:1 to:1 For:1 Oh:1 is:1 means:1 break:1 Sympathy:1 a:1 take:1 have:1 dear:1 The:1 
-2.77 | real:1 summer:1 of:1 Well:1 been:1 the:1 has:1 day:1 first:1 
-2.86 | past:1 Virgin:1 appropriate:1 girl:1 singing:1 little:1 no:1 to:1 7:1 today:1 A:1 be:1 Like:1 song:1 very:1 Walked:1 Obvs:1 than:1 a:1 for:1 older:1 her:1 Madonna:1 
-0.71 | aND:1 WE:1 FORGET:1 WOULD:1 THOUGHT:1 BIRTHDAY:1 SHE:1 HAPPY:1 
-2.03 | a:1 my:1 gotten:1 yesterday:1 Lol:1 should:1 mentor:1 have:1 photo:1 Probably:1 with:1 
